EnvironmentSatisfaction,JobSatisfaction,Age,Attrition,BusinessTravel,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,WorkingHours
1,4,53,0,1,23250,35,5,4,11
4,1,45,0,1,20880,18,5,2,9
3,3,32,0,1,30720,9,5,3,6
3,4,52,0,2,50060,31,9,0,8
4,3,37,0,1,42570,9,1,0,6
2,4,28,0,1,25000,6,5,4,6
4,4,22,0,1,11020,4,2,2,7
1,4,44,0,1,104530,10,3,2,11
2,4,42,0,2,22880,8,2,2,8
1,1,36,0,1,39290,6,5,3,8
3,1,25,0,1,23110,5,5,3,11
4,3,35,0,1,31400,17,17,15,9
4,2,35,1,2,36900,10,10,8,10
4,4,32,0,0,44500,4,3,2,8
3,1,25,0,1,27560,5,5,3,8
3,1,49,0,1,190330,7,4,2,7
1,4,24,0,0,187220,6,5,4,7
2,2,32,0,2,95470,10,10,3,7
2,2,38,0,1,137340,3,2,2,7
3,4,42,0,1,199990,17,5,3,9
4,4,31,0,1,22790,8,6,2,10
2,3,29,1,1,59160,5,3,2,9
1,4,53,0,1,20890,28,2,2,6
4,2,35,0,1,167920,16,13,8,7
3,4,37,0,2,35640,10,5,0,8
4,4,53,0,1,44250,33,12,8,7
4,4,43,0,2,52650,12,5,2,8
3,4,47,0,1,65530,8,7,7,11
1,2,37,0,0,62610,10,10,9,9
1,1,50,0,0,42980,31,31,7,7
4,4,39,0,1,68040,13,5,4,7
4,2,33,0,1,38150,7,4,3,9
1,4,32,1,1,27410,1,1,1,10
1,4,29,0,1,66730,8,4,3,7
2,1,44,0,1,76390,8,8,1,9
1,4,28,0,1,23280,4,4,2,6
4,4,58,1,2,21530,3,1,0,11
1,2,43,0,1,48760,4,1,0,7
3,3,20,1,1,93960,2,2,2,7
4,4,21,1,1,104000,1,1,0,8
3,4,36,0,1,84740,17,16,11,11
4,4,47,0,1,99810,3,3,2,9
2,3,22,1,1,124900,4,3,2,10
2,4,41,1,1,26570,10,7,0,10
3,3,28,0,1,135910,6,2,2,8
4,1,39,1,1,66960,8,2,2,11
2,3,27,0,1,20580,1,1,0,8
2,2,34,0,1,88650,1,1,0,8
3,3,42,0,1,59400,10,5,3,7
3,1,33,0,1,59140,6,3,2,11
3,2,58,0,1,26220,24,6,4,8
2,3,31,0,1,121850,13,7,2,6
4,4,35,0,1,106090,10,10,7,10
1,2,49,0,1,43450,29,26,7,7
4,3,48,0,1,21770,13,0,0,7
4,3,31,0,0,27930,9,9,0,7
2,4,36,0,1,79180,8,6,1,7
4,1,38,0,1,87890,15,15,11,7
3,2,32,0,0,23890,5,3,2,7
3,2,25,1,1,32120,1,1,0,9
1,2,40,0,1,192320,11,1,0,6
3,1,26,0,2,22670,7,7,7,8
4,1,41,0,1,195170,20,18,17,11
3,3,36,0,1,24360,16,11,9,7
4,2,19,1,1,160640,1,1,0,11
1,1,20,1,1,27070,1,1,0,6
4,4,31,0,1,190680,10,9,5,8
4,2,40,0,2,39310,3,1,0,8
3,1,32,0,1,37300,8,8,3,8
3,4,36,1,1,22320,16,16,7,10
2,4,33,0,1,44650,6,5,4,6
1,3,37,1,1,30720,17,14,7,6
3,2,45,0,0,33190,9,9,8,6
3,4,29,0,2,192020,3,3,2,8
3,3,35,0,1,136750,5,5,0,6
4,4,52,0,1,29110,26,9,8,7
4,3,58,1,1,59570,7,1,0,7
3,3,53,0,1,39200,22,17,2,7
3,3,30,0,1,64340,10,8,7,8
3,4,38,0,0,100480,6,5,3,8
4,4,35,0,1,109380,12,10,8,7
3,3,39,0,1,23400,9,8,7,7
2,2,40,1,0,65450,22,1,0,10
3,3,47,0,2,69310,20,19,7,10
1,4,36,0,0,48980,12,7,7,7
3,1,31,1,0,25930,4,3,2,9
4,3,33,0,0,194360,10,10,0,8
4,1,29,1,1,27230,3,0,0,10
2,4,33,0,1,34790,5,3,2,7
4,4,45,0,1,27940,8,5,2,7
4,4,50,0,1,52490,32,5,3,8
3,2,33,0,2,21760,6,6,2,9
1,3,41,0,2,168720,21,18,11,8
3,2,27,0,1,34850,4,2,2,7
4,1,45,0,0,66440,9,9,8,9
4,4,47,0,1,55820,9,9,7,8
1,3,30,1,1,40000,7,5,1,10
4,3,50,0,1,134960,22,12,5,9
3,3,38,0,2,32100,3,2,2,8
4,3,46,0,1,190450,13,8,7,7
4,3,24,0,1,118490,5,4,2,7
3,2,35,1,1,20700,5,4,2,9
3,1,31,0,2,65020,4,4,3,7
2,4,18,0,0,32300,0,0,0,7
3,3,54,0,1,136030,22,10,8,7
3,3,35,0,1,119960,16,16,1,9
2,1,30,0,1,56050,9,8,7,10
4,1,20,1,1,63970,1,1,0,8
2,2,30,1,2,191440,4,3,2,8
4,4,26,0,1,175840,8,8,3,8
2,1,22,0,1,49070,4,4,1,8
1,3,48,0,1,45540,19,2,2,8
3,3,48,0,1,54150,27,15,8,6
4,3,41,0,1,47410,8,2,1,7
4,4,39,0,1,21150,21,21,8,7
1,4,27,0,1,31610,4,3,2,7
2,4,35,0,1,57450,3,3,2,7
4,3,42,0,1,23730,21,1,0,8
1,4,50,0,1,33100,8,1,0,6
3,4,59,0,1,186650,30,5,3,10
1,2,37,1,1,44850,15,1,0,7
3,2,55,0,2,27890,17,8,7,9
2,3,41,0,0,58280,21,21,10,6
2,4,38,0,1,23260,19,1,0,8
2,1,26,1,0,135250,7,2,2,8
1,4,52,1,1,14200,33,32,9,6
4,4,44,0,1,80200,23,12,11,11
4,3,50,0,0,36880,19,18,13,7
3,1,36,1,1,54820,18,17,14,8
4,1,39,0,2,160150,21,21,8,11
2,4,33,0,0,12000,3,2,2,8
4,4,45,0,1,56610,26,9,1,8
4,3,32,0,0,69290,10,8,7,7
2,4,34,0,1,96130,16,15,9,7
2,4,59,0,1,56740,14,6,4,8
2,2,45,0,1,54840,6,6,4,7
3,2,53,0,2,120610,30,15,12,8
1,3,36,1,1,56600,9,1,0,6
1,1,26,1,2,48210,6,3,2,8
3,3,34,0,1,64100,1,1,0,9
4,2,28,0,1,52100,1,1,0,8
3,3,38,0,2,26950,8,2,2,7
2,3,50,0,1,118780,29,8,7,10
4,2,37,0,1,170680,8,4,1,8
3,1,40,0,1,24550,8,7,5,6
1,3,26,0,2,139640,5,5,3,8
4,4,46,0,1,49410,23,2,2,8
3,3,54,0,1,24780,13,9,0,8
1,3,56,0,2,52280,18,5,3,7
4,4,36,0,1,44780,15,14,8,7
3,1,55,0,0,75470,31,9,2,6
3,4,43,0,1,50550,18,1,0,8
4,4,20,1,2,34640,2,2,2,9
3,1,21,1,1,57750,1,1,0,7
4,1,46,0,1,89430,19,16,7,11
1,3,51,1,1,192720,18,10,7,9
2,1,28,1,0,52380,10,10,9,7
1,1,26,0,1,46820,6,5,3,7
3,1,30,0,1,183000,7,6,2,6
2,3,41,0,1,52570,10,10,8,8
3,3,38,0,1,63490,20,19,9,7
1,4,40,0,1,48690,14,11,1,8
1,3,27,0,0,99850,3,3,2,8
4,2,55,0,2,36970,23,3,2,7
3,3,28,0,1,74570,10,8,7,7
2,1,44,1,1,21190,24,20,6,7
4,4,33,0,1,39830,9,3,2,7
4,1,35,1,1,61180,9,8,7,10
1,3,33,1,2,62140,14,13,8,8
1,3,28,0,1,63470,4,4,2,7
1,4,34,0,2,115100,7,6,4,7
4,4,37,0,1,71430,8,1,0,11
4,4,25,1,1,82680,7,7,6,11
1,3,26,1,1,80950,1,1,0,8
1,2,33,1,1,29040,5,2,2,11
4,1,42,0,1,60320,23,22,7,7
1,2,28,1,2,29760,1,1,0,6
4,3,50,1,2,159920,5,0,0,10
4,2,33,0,2,46490,4,3,2,8
3,4,34,0,0,26960,6,0,0,7
1,4,48,0,0,23700,27,5,1,6
2,3,45,0,0,125040,15,15,12,6
2,2,52,0,1,59740,18,8,0,8
3,3,38,0,1,47360,9,8,7,11
3,4,29,0,1,52960,11,7,7,6
4,2,28,0,1,67810,10,9,7,7
1,3,46,0,1,21740,23,12,9,6
4,2,38,0,1,66530,10,1,0,7
3,1,43,0,2,96990,18,8,1,7
1,4,39,1,2,67550,21,18,5,7
3,3,40,0,1,22130,21,20,9,6
4,2,21,0,1,26100,2,2,2,11
3,2,39,0,0,28510,9,5,3,6
1,4,36,0,0,34520,18,11,9,7
3,4,31,0,2,52580,3,2,2,7
1,2,28,0,1,93550,6,5,4,8
4,4,35,0,2,104960,5,5,2,7
4,2,49,0,1,63800,22,9,3,7
4,3,34,0,2,26570,5,3,2,8
4,2,29,0,2,27160,8,7,1,7
2,4,42,0,1,22010,16,1,0,7
2,4,29,0,1,65400,10,10,2,11
3,3,38,0,1,38160,7,7,0,7
3,3,28,0,2,52530,3,3,2,11
3,3,18,1,0,109650,0,0,0,7
1,1,33,1,1,49360,6,5,3,9
2,4,41,0,1,25430,6,1,0,8
3,3,31,1,2,53040,2,2,2,7
3,4,37,0,1,166590,9,6,3,8
4,3,27,0,1,42600,4,4,2,8
2,3,34,0,1,24760,6,6,3,7
3,3,35,0,1,31020,6,5,4,7
4,1,29,1,1,22440,11,11,10,7
2,3,40,0,2,75960,20,18,13,7
3,1,42,1,2,22850,22,21,14,8
2,1,42,0,1,30340,9,6,5,8
4,3,35,0,1,57150,10,8,7,7
4,2,24,0,1,25760,6,4,2,8
3,4,28,1,1,41970,1,1,0,11
1,4,26,0,1,143360,8,8,7,7
3,3,30,0,1,34480,10,10,4,8
3,4,40,0,2,194060,16,1,0,11
3,2,35,0,1,65380,15,7,4,7
4,1,34,0,2,43060,14,13,9,8
4,4,35,0,2,22580,2,2,2,8
1,3,43,1,1,45220,7,4,3,7
3,1,32,0,0,44870,1,1,0,7
4,1,56,0,1,44490,28,5,2,6
3,4,29,0,1,22180,10,10,8,7
3,1,19,0,1,191970,1,1,0,7
1,3,45,0,1,132120,7,3,2,9
4,4,37,0,1,65770,14,14,11,7
1,3,20,0,1,83920,2,2,2,7
3,3,44,1,1,45580,6,6,2,11
4,3,53,0,1,40310,26,7,7,6
2,4,29,0,1,79690,6,5,3,9
3,4,22,1,2,26540,1,0,0,10
3,1,46,0,1,165550,28,26,9,6
4,3,44,0,0,45560,6,0,0,6
2,3,33,0,1,60910,5,5,4,8
1,1,41,1,0,195660,5,1,0,8
3,1,30,0,1,48100,8,4,3,8
2,2,40,0,2,45230,5,0,0,7
4,1,50,0,2,32020,32,2,2,7
4,1,28,0,1,23510,6,6,3,7
4,2,46,0,1,17020,25,4,3,8
3,1,35,0,1,180410,15,7,7,9
4,2,24,1,1,28860,1,1,0,7
2,3,33,0,2,20970,10,10,1,6
3,3,36,0,1,119350,7,7,7,7
3,3,30,0,1,25460,10,10,9,6
4,4,44,0,1,25640,20,20,17,8
3,4,20,0,1,84120,2,2,2,6
4,4,46,0,1,141180,12,6,4,6
4,1,42,0,0,170460,10,4,3,8
2,4,60,0,1,25640,12,11,9,9
3,2,32,0,2,102660,2,2,2,8
4,3,32,0,2,50700,10,8,7,8
3,1,36,0,1,178610,17,7,7,8
1,4,33,0,1,42300,15,14,10,6
2,2,40,0,1,37800,7,5,3,7
3,4,25,0,1,27680,5,4,1,8
4,2,30,0,1,90710,12,11,7,9
1,1,42,0,2,106480,20,1,0,10
3,4,35,0,0,136100,16,13,12,10
1,1,27,0,1,34080,9,9,8,9
4,3,54,0,2,29830,33,5,4,7
1,4,44,0,1,76320,10,10,7,6
1,2,19,1,0,98240,1,1,0,9
1,4,29,0,1,99500,3,3,2,7
4,4,54,0,1,20930,36,10,9,8
3,1,31,0,1,99800,6,6,1,9
3,1,31,0,1,38940,10,10,8,7
3,4,59,0,1,40510,13,6,5,7
3,4,43,0,1,168350,25,8,7,7
1,3,49,0,1,62300,23,1,0,7
3,2,36,0,2,47170,12,11,7,6
4,2,48,0,1,132370,7,1,0,6
1,3,27,0,1,37550,5,5,3,8
3,4,29,0,1,65820,6,6,0,9
4,4,48,0,1,74060,25,1,0,7
4,4,29,0,1,48050,9,7,7,7
3,3,34,0,1,27410,2,1,0,6
2,2,44,0,1,42620,26,22,10,7
4,3,33,0,1,161840,10,9,8,11
2,4,19,0,1,115570,1,1,1,11
4,3,23,0,1,18780,1,1,1,8
3,4,25,1,2,109320,1,1,0,10
3,4,26,0,1,68110,8,8,2,9
1,2,45,1,1,43060,26,24,11,10
4,2,55,0,0,48590,34,33,0,10
1,3,21,1,2,53370,2,2,2,8
4,2,46,0,1,23400,26,11,8,7
3,1,34,0,1,74910,4,3,2,9
4,2,51,0,2,105270,31,29,10,11
4,4,59,0,1,165950,25,9,4,7
3,2,34,0,2,88340,15,11,10,7
4,3,28,0,2,55770,5,4,2,10
3,1,44,0,1,47070,26,25,13,8
3,2,34,0,2,24000,14,10,8,8
3,3,35,0,1,98240,4,3,2,10
2,2,42,0,1,64470,18,1,0,9
4,4,43,0,1,195020,23,21,17,6
3,2,36,0,1,27250,18,16,12,11
1,4,44,1,1,62720,10,10,5,6
4,4,28,0,2,21270,2,2,2,10
2,3,51,0,2,182000,8,7,7,7
3,3,30,0,0,20960,10,8,7,9
2,3,29,1,1,28860,10,7,7,9
4,1,28,0,1,20330,5,3,2,7
4,2,25,0,1,36220,2,2,1,8
3,4,32,0,1,42330,10,10,8,7
2,2,45,0,2,36810,22,0,0,6
3,2,39,0,1,54600,21,19,2,8
1,3,58,0,1,21870,2,2,2,6
4,3,32,1,1,96020,10,10,1,7
3,1,39,1,1,28360,6,5,3,8
1,4,30,0,1,40890,10,9,7,6
4,3,36,0,1,166270,10,7,7,7
4,1,46,0,1,26190,10,7,7,8
3,4,28,0,0,56790,10,9,5,8
4,1,50,0,1,154020,25,3,2,11
4,2,40,1,1,59850,9,5,0,10
2,2,52,1,1,25790,10,8,7,10
2,1,30,0,1,30410,9,9,8,10
1,3,39,0,1,34470,9,8,7,6
4,3,31,0,0,195130,10,10,6,10
3,2,41,0,0,27730,19,19,9,8
4,2,31,1,2,71040,3,3,2,9
1,1,44,1,1,63220,10,3,2,6
3,3,42,0,0,20830,21,20,10,10
4,3,55,0,1,83810,23,19,11,7
4,2,56,0,1,26910,36,7,7,8
3,3,40,0,0,42860,6,4,0,7
4,4,34,0,1,26590,10,9,6,7
3,4,40,0,1,94340,9,9,8,6
3,1,41,0,2,55610,10,9,7,8
3,3,35,0,2,66460,9,9,1,10
3,2,51,0,1,77250,33,33,10,10
2,1,38,0,1,107250,11,7,7,7
3,1,34,0,1,88470,10,10,6,7
4,4,25,0,1,20450,7,3,2,7
3,1,58,1,1,10090,31,10,9,9
2,2,40,0,1,33480,7,4,3,6
1,1,36,0,2,12810,17,15,13,6
4,4,48,0,1,28190,11,10,8,8
3,4,27,0,1,48510,5,1,0,7
4,2,51,0,1,40280,29,5,3,8
4,4,18,0,0,27200,0,0,0,8
4,4,35,0,1,81200,10,9,0,8
4,4,27,0,2,46470,8,6,0,8
1,3,55,1,1,46800,24,19,8,9
4,2,56,0,1,32210,33,19,9,10
1,3,34,0,0,86210,5,5,0,6
2,3,40,0,1,45770,15,12,8,7
2,3,34,0,1,45530,10,8,7,7
3,4,31,1,2,53960,3,1,0,8
4,3,35,1,2,67960,5,4,2,9
4,3,38,0,2,76250,4,4,3,7
3,4,34,0,1,74120,14,14,11,8
3,1,28,0,1,111590,5,5,4,7
4,3,31,1,1,49600,10,10,7,11
1,4,39,0,1,104750,8,5,4,10
2,2,51,0,2,148140,14,4,2,7
4,4,41,0,2,191410,12,6,3,11
3,3,37,0,1,54050,8,6,3,11
2,4,33,0,2,87930,8,5,2,8
3,2,32,0,1,191890,4,3,2,11
3,3,39,0,0,38750,13,6,5,7
1,3,25,0,1,22160,6,3,2,7
4,3,52,0,2,117130,24,5,2,9
1,3,43,0,1,78610,20,20,8,10
4,4,27,0,1,37080,6,6,4,11
4,3,27,1,1,137700,8,8,7,10
1,4,26,0,1,53040,5,4,1,7
3,1,42,0,1,26420,21,20,9,6
3,1,52,0,1,27590,12,5,4,6
1,3,37,0,1,68040,8,3,2,8
3,4,35,0,2,61420,10,2,2,8
1,4,25,0,1,25000,7,3,2,8
3,1,26,0,1,63890,8,7,7,7
2,1,29,0,1,111030,10,10,9,6
1,1,49,1,2,23420,20,4,3,7
3,4,29,1,2,68110,9,8,7,9
4,4,54,0,1,22970,29,20,7,6
4,1,58,0,1,24500,32,9,5,10
2,4,55,0,1,50930,31,7,0,8
1,2,36,0,1,53090,15,5,1,9
2,3,31,1,2,30570,1,1,0,7
4,1,30,0,1,51210,8,3,2,8
1,2,31,0,1,168560,9,3,0,7
4,1,34,0,2,26860,10,4,3,8
1,2,31,1,1,61800,1,1,0,8
2,1,27,0,1,66320,6,5,4,7
1,4,36,0,1,35050,10,10,8,6
3,1,36,0,1,63970,11,3,2,8
1,4,47,0,1,62740,17,6,2,8
1,1,25,1,1,198590,6,3,2,7
3,3,37,0,0,75870,7,6,3,8
1,1,56,0,1,42580,5,3,0,7
1,3,47,0,1,43640,26,20,6,7
4,3,24,0,1,43350,5,5,3,10
4,4,32,0,1,53260,7,4,3,7
4,2,34,0,1,32800,7,5,2,6
2,3,41,0,1,54850,7,4,3,10
3,3,40,0,0,43420,11,8,7,7
1,4,31,0,1,27820,13,13,9,7
1,4,46,1,1,59800,28,7,3,7
1,1,39,1,0,43810,11,1,0,10
3,2,31,1,2,25720,10,10,7,7
2,1,45,0,1,38330,24,7,7,10
4,2,31,0,1,42440,8,3,2,7
2,4,31,1,2,65000,7,2,2,11
2,4,45,0,1,184300,10,3,2,10
3,1,48,0,1,16010,15,2,2,7
1,3,34,1,1,26940,2,2,2,8
4,2,40,0,0,31490,16,9,8,8
4,1,28,0,1,176390,6,5,3,6
3,3,44,0,0,23190,7,5,3,6
4,2,53,0,1,116910,35,9,8,7
1,3,49,0,1,53240,20,3,2,7
3,3,40,0,1,167520,8,3,2,7
4,2,44,0,1,52280,6,5,3,7
4,1,33,0,2,27000,5,4,3,7
4,1,34,0,1,192460,15,13,12,7
4,3,30,0,1,25060,4,2,2,6
1,4,42,0,2,60620,12,12,8,7
1,3,44,0,2,43820,11,1,0,8
3,3,30,0,0,21430,1,1,0,6
2,3,57,0,1,61620,13,12,8,8
3,2,49,0,1,50940,29,8,7,7
2,1,34,0,2,68770,16,14,9,6
1,3,28,1,2,22740,5,3,2,7
1,2,29,1,2,44340,7,5,0,8
1,2,34,1,1,62880,16,15,10,9
4,3,35,0,1,25530,1,1,0,7
2,1,24,1,2,76540,4,0,0,9
4,2,24,0,0,51600,1,1,0,8
2,3,44,0,2,171590,16,2,2,10
3,3,29,0,1,128080,10,10,4,7
3,3,30,0,1,102210,6,5,3,6
4,3,55,0,1,47790,4,3,2,11
1,2,33,0,1,37370,8,5,2,8
3,3,47,0,1,23660,11,5,2,11
3,1,28,1,2,17060,8,0,0,7
1,3,28,0,1,163070,1,1,0,6
3,1,28,0,2,59330,5,4,3,7
3,1,49,0,1,34240,10,3,2,6
4,2,29,0,2,40370,4,3,2,7
3,2,28,0,1,25590,8,8,7,6
4,3,33,0,1,62010,14,0,0,9
3,4,32,0,1,44030,10,5,0,7
2,4,54,0,2,37610,26,14,12,7
1,1,29,1,1,109340,11,9,7,7
4,1,44,0,1,107610,24,20,17,8
2,2,39,0,1,51750,9,2,2,7
3,2,46,0,1,138260,23,13,1,7
4,2,35,0,1,63340,11,11,3,6
1,3,23,0,1,49360,5,4,2,8
4,1,40,1,1,47750,15,5,0,8
4,3,34,0,1,28180,10,10,6,11
4,3,31,1,2,25150,7,7,7,7
3,4,50,0,2,23420,32,32,9,10
2,3,34,0,1,41940,12,11,7,11
3,2,42,0,1,106850,4,1,0,7
1,4,37,0,1,20220,10,10,7,8
3,1,29,0,1,23140,9,7,7,6
4,2,33,0,1,42560,5,5,2,7
4,4,45,0,1,35800,8,5,3,6
4,4,42,0,2,31620,24,20,9,8
1,1,40,0,1,65240,9,8,1,6
2,3,33,0,1,28990,15,15,7,11
3,3,40,0,1,52310,21,21,7,8
3,1,24,0,1,23560,2,1,0,6
4,4,40,0,0,28000,8,2,2,8
1,2,45,0,1,118360,10,10,7,7
2,3,35,0,1,109030,6,5,2,8
4,2,32,0,1,29730,12,7,5,8
3,4,36,0,1,142750,7,3,2,9
3,3,48,0,1,55620,18,8,7,8
3,3,29,0,1,45370,5,1,0,8
1,1,33,0,1,76420,8,2,2,7
2,1,30,1,1,179240,10,10,7,7
3,3,38,0,2,52040,10,6,2,7
4,1,35,0,1,22770,3,3,2,7
3,2,30,0,1,27950,9,4,3,6
1,1,35,1,1,25320,1,1,0,10
3,4,53,1,1,25590,34,33,9,7
3,2,38,1,1,49080,7,5,4,8
4,1,32,0,0,23800,9,6,2,8
3,1,48,0,1,47650,10,8,6,7
1,4,34,0,1,20440,1,1,0,7
3,4,55,0,1,26930,36,36,13,7
2,4,34,0,1,65860,9,2,1,6
1,4,26,0,1,32940,1,1,0,7
3,2,38,0,1,41710,10,9,7,7
2,2,38,0,1,27780,8,3,2,8
2,3,36,0,1,23770,15,1,0,8
2,1,29,0,1,24040,10,10,5,8
1,3,35,0,1,23180,10,5,4,9
4,3,39,0,1,20080,11,7,6,8
1,4,29,0,2,62440,6,6,3,7
3,3,50,0,1,27990,27,1,0,10
4,3,23,0,1,105520,4,2,2,7
1,1,36,0,2,23290,9,3,2,9
4,4,42,0,1,40140,24,1,1,6
2,3,35,0,1,74030,10,10,8,6
4,3,34,0,2,22590,8,8,7,6
4,1,40,0,1,69320,5,5,2,7
4,2,43,0,1,46780,8,6,2,7
3,4,35,0,1,135820,1,1,1,7
4,1,46,0,1,23320,27,26,12,7
3,2,28,1,1,24130,10,1,0,8
2,3,22,0,0,97050,4,4,3,9
2,3,50,0,2,42940,32,30,13,10
2,4,32,0,1,47210,6,3,2,6
2,4,44,0,1,25190,23,22,10,9
2,2,30,0,1,21210,6,6,1,7
3,1,45,0,1,29730,10,10,4,9
1,1,45,0,0,58550,10,10,5,8
4,1,31,0,2,36170,10,5,3,7
3,3,36,0,1,67250,7,3,1,11
3,4,34,0,2,103250,9,9,2,6
3,1,49,0,1,69490,10,9,4,7
2,1,39,0,1,106090,10,7,7,7
4,1,27,0,1,44470,7,7,7,6
2,1,35,0,1,21570,16,16,10,8
2,1,28,0,1,46010,6,5,0,8
3,4,21,0,1,170990,3,2,2,8
2,4,18,1,2,24790,0,0,0,8
4,3,47,0,1,148520,27,5,0,6
3,3,39,0,1,72640,11,10,7,7
1,3,40,0,1,56660,18,18,12,8
3,3,35,0,0,78230,15,14,9,6
3,3,37,0,1,78800,9,4,2,8
1,3,39,0,2,131940,10,9,8,7
4,4,45,0,1,50670,10,10,9,7
4,3,38,0,1,50790,10,5,2,10
4,1,35,1,1,23210,15,13,0,6
2,2,37,0,1,174440,8,8,7,8
3,4,40,0,1,24040,18,4,3,9
1,4,44,0,2,34520,14,10,2,9
3,4,48,0,2,22700,23,2,2,7
1,4,35,1,1,173990,7,2,2,11
1,4,24,0,2,54880,6,6,3,9
2,3,27,0,1,194190,5,3,2,7
4,4,27,0,2,28110,6,4,2,6
1,1,40,1,1,36330,10,4,3,11
3,3,29,0,1,41630,8,5,4,7
2,1,36,0,1,21320,9,3,2,8
4,3,25,0,2,139730,7,7,7,6
4,2,39,0,1,26840,7,5,0,7
1,2,49,0,1,108450,27,4,2,8
4,1,50,0,1,43770,19,14,11,8
3,3,20,0,1,37430,2,2,2,7
4,2,34,0,1,41480,11,11,9,8
1,2,36,0,1,10510,15,4,3,6
3,3,49,0,1,107390,30,15,12,9
4,3,36,0,0,103880,4,3,2,8
4,1,36,0,1,114160,13,5,4,6
2,3,54,0,1,26000,36,10,7,8
3,3,43,0,1,24220,14,14,11,8
4,4,35,1,2,54720,13,11,7,9
4,4,38,0,2,24510,19,13,9,7
1,2,29,0,1,42400,10,10,9,10
4,4,33,0,1,109990,6,6,4,7
4,2,32,0,1,50030,10,9,6,7
1,4,31,0,1,127420,10,10,2,7
4,1,49,0,1,42270,17,2,2,10
4,2,38,0,2,39170,4,4,3,8
2,2,47,0,1,183030,29,3,2,7
3,3,49,0,1,23800,23,8,0,6
4,3,41,0,1,137260,21,2,2,11
4,1,20,0,1,47770,2,2,2,8
3,4,33,0,0,63850,7,6,2,10
1,3,36,0,1,199730,10,3,2,6
3,4,44,0,1,68610,8,2,2,9
4,3,23,1,1,49690,5,5,2,8
4,3,38,0,1,198450,7,0,0,7
2,4,53,0,1,133200,11,4,2,8
4,3,48,1,2,63470,19,9,7,10
4,2,32,1,1,27430,1,1,0,8
4,4,26,0,0,108800,7,7,7,7
1,2,55,0,1,23420,8,4,2,8
2,4,34,0,1,176500,15,15,13,8
3,4,60,0,1,40250,19,1,0,6
2,2,33,0,1,97250,14,14,13,8
3,4,37,0,2,119040,6,6,3,7
2,4,34,0,1,21770,10,10,7,7
3,4,23,1,1,75250,3,3,2,9
3,4,44,0,1,48340,9,8,7,9
1,4,35,0,2,20420,6,5,4,8
4,4,43,0,1,22200,10,10,8,8
3,3,24,0,1,10520,5,5,4,7
4,3,41,0,1,28210,10,10,7,7
4,3,29,0,1,192370,9,5,2,8
3,4,36,0,1,41070,17,13,7,6
3,3,45,0,0,83960,25,23,4,6
4,3,24,1,1,20070,1,1,0,7
3,3,47,1,2,196270,25,23,10,7
4,3,26,0,1,106860,3,3,2,8
4,2,45,0,1,29420,21,21,6,7
1,3,32,0,2,88580,10,5,3,7
2,3,31,0,1,167560,6,5,3,7
3,2,41,0,0,107980,10,3,2,8
2,1,40,0,1,23230,18,1,0,10
2,1,24,0,1,14160,6,6,2,6
3,2,46,0,1,46150,19,10,9,8
4,3,35,0,1,24610,17,7,7,8
2,4,30,0,1,87220,10,10,8,7
3,2,47,0,0,39550,4,1,0,8
3,4,46,0,1,99570,13,10,3,10
2,1,36,1,1,33760,16,2,2,11
1,2,32,1,1,88230,10,0,0,7
3,2,23,0,1,103220,3,3,2,6
4,4,31,0,2,46210,9,5,4,7
4,4,39,0,0,109760,9,9,8,10
4,3,32,0,1,36600,10,4,2,8
2,2,40,0,1,104820,21,21,8,8
3,3,45,0,1,71190,9,5,3,8
4,1,30,0,2,95820,10,9,7,6
1,4,24,0,2,45080,3,2,1,6
3,4,30,1,2,22070,6,4,2,7
1,3,31,0,1,77560,6,5,2,8
3,4,27,0,1,66940,6,6,4,6
2,2,29,1,1,36910,2,2,2,7
4,3,29,0,2,23770,10,3,2,9
3,1,30,0,1,23130,12,7,7,8
4,4,34,0,1,176650,6,5,2,10
4,2,33,0,0,25960,13,11,7,8
4,4,49,0,1,47280,8,5,4,8
1,1,33,1,1,43020,11,0,0,8
3,2,38,0,2,29790,9,6,5,8
1,3,31,1,1,168850,10,1,0,6
4,1,29,0,1,55930,1,1,0,7
3,3,30,0,1,104450,10,7,7,7
2,2,32,0,0,87400,12,7,7,6
2,4,38,0,1,25140,15,1,0,9
3,3,43,1,2,76550,6,1,0,9
2,2,42,0,1,174650,7,5,4,7
3,1,55,0,1,73510,34,1,0,8
4,2,33,0,0,108200,11,9,7,7
3,1,41,0,1,121690,5,5,4,7
4,3,34,0,0,196260,15,15,7,8
1,3,53,0,0,20700,27,3,2,8
2,4,43,0,1,67820,10,9,8,6
4,4,34,0,1,77790,6,2,2,8
2,2,21,1,1,27910,1,1,0,7
4,3,38,0,1,32010,5,5,4,7
3,1,22,1,1,49680,1,1,0,9
1,4,31,0,1,131200,13,12,7,7
1,3,51,0,1,40330,15,2,2,7
2,2,37,0,1,32910,5,5,3,8
3,4,46,0,1,42720,24,2,2,10
4,1,36,0,1,50560,15,12,7,10
3,2,44,1,2,28440,6,5,3,10
3,2,37,0,1,27030,19,10,7,6
3,4,35,1,1,19040,10,10,7,9
4,1,33,0,1,82240,14,10,6,8
3,4,28,0,1,47660,5,5,3,8
3,3,39,0,1,26100,9,4,2,7
2,2,46,0,0,57310,6,2,2,7
